"Product Name","Location","Time","Store Name","Price","Unity"
"MICROSOFT SURFACE PRO 9 I5 12TH 8GB 256GB SSD 3K TACTILE NEUF 13""","Bab ezzouar, 16","il y a environ 1 heure","TRETEC","245 000","DA"
"gestion scolaire","Kouba, 16","il y a environ 4 heures","","25 000","DA"
"Carte Graphique Gainward RTX3070Ti Phoenix 8GB","Ouled fayet, 16","il y a environ 5 heures","","111 500","DA"
"Microsoft Office 2021 2019 2016 Pro Plus Windows 10 11 Pro projet visio serveur...","Bab ezzouar, 16","il y a environ 1 heure","Optimum","500","DA"
"ROULEAU ETIQUETTE CODE A BARRE","Mohammadia, 16","il y a environ 1 heure","Tech Zone Stationery","297","DA"
"Logiciel ERP de gestion des restaurants de luxe , et chaine de Restaurant","Bir mourad rais, 16","il y a environ 1 heure","Pointeuse Intelligente Biometrique SII","",""
"MICROSOFT SURFACE LAPTOP 5 I7 12th 8GB 512GB SSD 15"" TACTILE 2K NEUF","Bab ezzouar, 16","il y a environ 1 heure","TRETEC","229 000","DA"
"BOUTEILLE ENCRE 100ML BLACK SSPRINT COMPATIBLE","Bab ezzouar, 16","il y a environ 1 heure","Auvigha Tech","400","DA"
"Lecteur code Barre smart","Casbah, 16","il y a environ 5 heures","","6 500","DA"
"SSD Hard Drive","Alger centre, 16","il y a environ 5 heures","","5 000","DA"
"BOBINE THERMIQUE ( ticket de caisse )","Mohammadia, 16","il y a environ 1 heure","Tech Zone Stationery","58","DA"
"Poe accessoires Réf : POE-TESTER+ PLANET","Dar el beida, 16","il y a environ 1 heure","BROAD TECHNOLOGY","",""
"Modem/Routeur 4G LTE WiFi N 300 Mbps Réf: TL-MR6400 TP-LINK","Dar el beida, 16","il y a environ 1 heure","BROAD TECHNOLOGY","",""
"Switch De Bureau 9 Ports 10/100 Mbps Avec 8 Ports PoE+ Réf: TL-SF1009P TP-LINK","Dar el beida, 16","il y a environ 1 heure","BROAD TECHNOLOGY","",""
"Webcam Creative VF0770","Said hamdine, 16","il y a environ 1 heure","Activline","5 800","DA"
"DISQUE DUR SSD HPE 960GB SATA RI SFF SC MV","Draria, 16","il y a environ 1 heure","DIGITAL WORLD TECHNOLOGY","79 500","DA"
"INK MASTER PACK BOUTEILLE D'ANCRE COMPATIBLE EPSON E103 - 4 COULEURS - BK -C -M ...","Hussein dey, 16","il y a environ 1 heure","ADMIN Informatique","1 800","DA"
"Apple MacBook Air M2 13 pouces 8Go/256 Go Minuit (2023 )","Hydra, 16","il y a environ 1 heure","AlgerPC.COM","275 000","DA"
"Mars Gaming MARM2 Support de Moniteur à Double Bras pour Ecrans jusqu'à 27p","Hussein dey, 16","il y a environ 1 heure","ADMIN Informatique","11 900","DA"
"TP-LINK  LS1008G Switch de bureau 8 ports Gigabit - 10/100/1000 Mbps","Hussein dey, 16","il y a environ 1 heure","ADMIN Informatique","5 400","DA"
"Carte mère Gigabyte B550M DS3H","Kouba, 16","il y a environ 1 heure","tekdzair","28 000","DA"
"Processeur AMD Ryzen 5 5600X - Tray (sans boite)","Kouba, 16","il y a environ 1 heure","tekdzair","28 000","DA"
"CANON BH-40 NOIR ET CH40 COULEURS - PACK TÊTE D'IMPRESSION ORIGINAL - JET D'ENCR...","Hussein dey, 16","il y a environ 1 heure","ADMIN Informatique","13 000","DA"
"Matériel Réseau - Armoire de Brassage","Mohammadia, 16","il y a environ 2 heures","iP Zone","",""
"Répéteur WIFI sans fil FENVI 300 Mbps Extendeur Wifi à distance Amplificateur Wi...","Rouiba, 16","il y a environ 7 heures","","2 500","DA"
"Carte Graphique Gainward Phantom RTX 3090 24GB","Ouled fayet, 16","il y a environ 8 heures","","195 500","DA"
"Asus Vivobook S15 S513EP Core i7-1165G7/16Go/512 SSD/Ecran 15.6"" FHD/MX330 2Go G...","Hydra, 16","il y a environ 2 heures","AlgerPC.COM","159 900","DA"
"Apple MacBook Air m2 Qwerty","Hydra, 16","il y a environ 2 heures","iConcept   Apple Authorized Reseller","229 000","DA"
"MacBook Pro M2","Hydra, 16","il y a environ 2 heures","iConcept   Apple Authorized Reseller","299 000","DA"
"DELL VOSTRO 3520 I5 12th 16GB 512GB SSD 15'' FHD NEUF","Bab ezzouar, 16","il y a environ 2 heures","TRETEC","115 000","DA"
"DELL LATITUDE 5520 I5 11th 16GB 512GB 15.6"" FHD","Bab ezzouar, 16","il y a environ 2 heures","TRETEC","165 000","DA"
"Ecran Gaming Matos 27"" Unreal Oled OL2701 240Hz 0.03ms GTG 2K","Dely brahim, 16","il y a environ 8 heures","","180 000","DA"
"Licence & Abonnement Microsoft Windows/office/365/serveur/Powerbi...","Said hamdine, 16","il y a environ 8 heures","","5 000","DA"
"IMPRIMANTE CANON MF 754CDW LASER COULEUR","Draria, 16","il y a environ 2 heures","DIGITAL WORLD TECHNOLOGY","98 000","DA"
"RAM HYPER X FURY 2x8GB 3200MHZ DDR4","Bab ezzouar, 16","il y a environ 2 heures","GAMING ONE","11 500","DA"
"imprimante a badge","Cheraga, 16","il y a environ 2 heures","GEP TECHNOLOGIES","200 000","DA"
"DELL LATITUDE 3420 CORE I7-1165G7 / 8GB / 256 SSD / 14"" / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","146 900","DA"
"ECRAN ASUS VG278QR 27"" LED GAMING FHD/2HDMI 0.5ms 165 Hz","Hussein dey, 16","il y a environ 3 heures","AD TECH","63 900","DA"
"liquidation  Toner HP 507 ORIGINAL. 4 colors","Alger centre, 16","il y a environ 9 heures","","30 000","DA"
"Borne Interactive (Tactile) En Acier 32 POUCES","Mohammadia, 16","il y a environ 10 heures","","",""
"ECRAN ASUS VG245Q 24"" LED GAMING FHD DVI/HDMI 75Hz/1MS","Hussein dey, 16","il y a environ 3 heures","AD TECH","37 500","DA"
"ECRAN ASUS VZ24EHE 23.8"" / FHD IPS 1Ms / 75Hz /Ultra- Slim/Adaptive-Sync","Hussein dey, 16","il y a environ 3 heures","AD TECH","28 900","DA"
"LAPTOP ASUS P1412CE INTEL I3-11EME GEN 8GO NVME 256GO 14 FHD","Hussein dey, 16","il y a environ 3 heures","AD TECH","79 900","DA"
"LENOVO 500E CHROMEBOOK GEN3 INTEL N4500 4GB/32GB EMMC / 11.6"" HD TACTILE","Hussein dey, 16","il y a environ 3 heures","AD TECH","44 900","DA"
"LENOVO 100E GEN2 INTEL N4120 4GB/128GB SSD / 11.6"" HD / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","46 900","DA"
"Big Promo # télévision LG 65 / 75 pouces smart","Bir mourad rais, 16","il y a environ 10 heures","","155 000","DA"
"ADOBE CREATIVE CLOUD/ Adobe Acrobat PRO / Adobe Master collection","Ben aknoun, 16","il y a environ 10 heures","","1","DA"
"HP ELITEBOOK 840 G10 I5 VPRO 1345U 16GO 512GO SSD TACTILE NEUF","Alger centre, 16","il y a environ 3 heures","ORANGE HASSIBA","138 000","DA"
"Control d'accés empreinte Digital Réf: MA300 ZKteco","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"BATIBOX CL SECH  LEGRAND","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"Switch 24 Ports Gigabit Rackmount Réf: TL-SG1024D TP-LINK","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"MSW nevoswitch Alimentation","Staoueli, 16","il y a environ 3 heures","GS ICT Store","7 750","DA"
"Disque Dur Externe 8 Tb","Bab ezzouar, 16","il y a environ 11 heures","","12 000","DA"
"Disque Dur Externe 4 Tb","Bab ezzouar, 16","il y a environ 11 heures","","8 000","DA"
"ARMOIRE DE BRASSAGE 4U,6U,9U,12U,15U,18U","Reghaia, 16","il y a environ 3 heures","Cortel-audio-visuel-sonorisation","",""
"IMPRIMANTE EPSON MATRICIELLE A IMPACT LQ-2090","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","175 000","DA"
"LAPTOP HP PROBOOK 450 G10 I5-1335U/16Go/512Go/15.6"" FHD/WIN 11 PRO","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","",""
"ECRAN 27"" MATOS MAGMA","Dely brahim, 16","il y a environ 3 heures","PC Station dely brahim","54 500","DA"
"Dell PowerEdge T150 -  Serveur MT - Xeon E-2314 - 16 Go - HDD 2 x 1 To","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","350 000","DA"
"ALIMENTATION MSI MAG A650BNL 650W - 80 PLUS BRONZE - NOIR","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","12 000","DA"
"XPRINTER XP-S260M IMPRIMANTE TICKET DE CAISSE  USB RJ45 RS232","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","16 900","DA"
"D-Link HCB-4AABLBR-30 Câble HDMI 2.0 avec connecteur à 180 degrés - 30M","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","12 500","DA"
"Disque 4E 1S","Staoueli, 16","il y a environ 3 heures","GS ICT Store","780","DA"
"Biticom Cat 6A FUTP","Staoueli, 16","il y a environ 3 heures","GS ICT Store","1 600","DA"
"ROUTER TENDA 4G03 PRO N300 WI-FI 4G LTE","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","11 500","DA"
"Pile Rechargeable AA AAA 18650 9V PP3 ER34615 D HR20 ER14505 UNIROSS HYBRIO pre-...","Saoula, 16","il y a environ 3 heures","Smart Tech Algérie","1 100","DA"
"WD MY PASSPORT 1 TB - Disque Dur Externe USB 3.2 - Noir -","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","13 000","DA"
"Ecran Gaming Matos 27"" Unreal Oled OL2701 240Hz 0.03ms GTG 2K","Dely brahim, 16","il y a environ 8 heures","","180 000","DA"
"Licence & Abonnement Microsoft Windows/office/365/serveur/Powerbi...","Said hamdine, 16","il y a environ 8 heures","","5 000","DA"
"IMPRIMANTE CANON MF 754CDW LASER COULEUR","Draria, 16","il y a environ 2 heures","DIGITAL WORLD TECHNOLOGY","98 000","DA"
"RAM HYPER X FURY 2x8GB 3200MHZ DDR4","Bab ezzouar, 16","il y a environ 2 heures","GAMING ONE","11 500","DA"
"imprimante a badge","Cheraga, 16","il y a environ 2 heures","GEP TECHNOLOGIES","200 000","DA"
"DELL LATITUDE 3420 CORE I7-1165G7 / 8GB / 256 SSD / 14"" / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","146 900","DA"
"ECRAN ASUS VG278QR 27"" LED GAMING FHD/2HDMI 0.5ms 165 Hz","Hussein dey, 16","il y a environ 3 heures","AD TECH","63 900","DA"
"liquidation  Toner HP 507 ORIGINAL. 4 colors","Alger centre, 16","il y a environ 9 heures","","30 000","DA"
"Borne Interactive (Tactile) En Acier 32 POUCES","Mohammadia, 16","il y a environ 10 heures","","",""
"ECRAN ASUS VG245Q 24"" LED GAMING FHD DVI/HDMI 75Hz/1MS","Hussein dey, 16","il y a environ 3 heures","AD TECH","37 500","DA"
"ECRAN ASUS VZ24EHE 23.8"" / FHD IPS 1Ms / 75Hz /Ultra- Slim/Adaptive-Sync","Hussein dey, 16","il y a environ 3 heures","AD TECH","28 900","DA"
"LAPTOP ASUS P1412CE INTEL I3-11EME GEN 8GO NVME 256GO 14 FHD","Hussein dey, 16","il y a environ 3 heures","AD TECH","79 900","DA"
"LENOVO 500E CHROMEBOOK GEN3 INTEL N4500 4GB/32GB EMMC / 11.6"" HD TACTILE","Hussein dey, 16","il y a environ 3 heures","AD TECH","44 900","DA"
"LENOVO 100E GEN2 INTEL N4120 4GB/128GB SSD / 11.6"" HD / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","46 900","DA"
"Big Promo # télévision LG 65 / 75 pouces smart","Bir mourad rais, 16","il y a environ 10 heures","","155 000","DA"
"ADOBE CREATIVE CLOUD/ Adobe Acrobat PRO / Adobe Master collection","Ben aknoun, 16","il y a environ 11 heures","","1","DA"
"HP ELITEBOOK 840 G10 I5 VPRO 1345U 16GO 512GO SSD TACTILE NEUF","Alger centre, 16","il y a environ 3 heures","ORANGE HASSIBA","138 000","DA"
"Control d'accés empreinte Digital Réf: MA300 ZKteco","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"BATIBOX CL SECH  LEGRAND","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"Switch 24 Ports Gigabit Rackmount Réf: TL-SG1024D TP-LINK","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"MSW nevoswitch Alimentation","Staoueli, 16","il y a environ 3 heures","GS ICT Store","7 750","DA"
"Disque Dur Externe 8 Tb","Bab ezzouar, 16","il y a environ 11 heures","","12 000","DA"
"Disque Dur Externe 4 Tb","Bab ezzouar, 16","il y a environ 11 heures","","8 000","DA"
"ARMOIRE DE BRASSAGE 4U,6U,9U,12U,15U,18U","Reghaia, 16","il y a environ 3 heures","Cortel-audio-visuel-sonorisation","",""
"IMPRIMANTE EPSON MATRICIELLE A IMPACT LQ-2090","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","175 000","DA"
"LAPTOP HP PROBOOK 450 G10 I5-1335U/16Go/512Go/15.6"" FHD/WIN 11 PRO","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","",""
"ECRAN 27"" MATOS MAGMA","Dely brahim, 16","il y a environ 3 heures","PC Station dely brahim","54 500","DA"
"Dell PowerEdge T150 -  Serveur MT - Xeon E-2314 - 16 Go - HDD 2 x 1 To","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","350 000","DA"
"Ecran Gaming Matos 27"" Unreal Oled OL2701 240Hz 0.03ms GTG 2K","Dely brahim, 16","il y a environ 8 heures","","180 000","DA"
"Licence & Abonnement Microsoft Windows/office/365/serveur/Powerbi...","Said hamdine, 16","il y a environ 8 heures","","5 000","DA"
"IMPRIMANTE CANON MF 754CDW LASER COULEUR","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","98 000","DA"
"RAM HYPER X FURY 2x8GB 3200MHZ DDR4","Bab ezzouar, 16","il y a environ 3 heures","GAMING ONE","11 500","DA"
"imprimante a badge","Cheraga, 16","il y a environ 3 heures","GEP TECHNOLOGIES","200 000","DA"
"DELL LATITUDE 3420 CORE I7-1165G7 / 8GB / 256 SSD / 14"" / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","146 900","DA"
"ECRAN ASUS VG278QR 27"" LED GAMING FHD/2HDMI 0.5ms 165 Hz","Hussein dey, 16","il y a environ 3 heures","AD TECH","63 900","DA"
"liquidation  Toner HP 507 ORIGINAL. 4 colors","Alger centre, 16","il y a environ 9 heures","","30 000","DA"
"Borne Interactive (Tactile) En Acier 32 POUCES","Mohammadia, 16","il y a environ 10 heures","","",""
"ECRAN ASUS VG245Q 24"" LED GAMING FHD DVI/HDMI 75Hz/1MS","Hussein dey, 16","il y a environ 3 heures","AD TECH","37 500","DA"
"ECRAN ASUS VZ24EHE 23.8"" / FHD IPS 1Ms / 75Hz /Ultra- Slim/Adaptive-Sync","Hussein dey, 16","il y a environ 3 heures","AD TECH","28 900","DA"
"LAPTOP ASUS P1412CE INTEL I3-11EME GEN 8GO NVME 256GO 14 FHD","Hussein dey, 16","il y a environ 3 heures","AD TECH","79 900","DA"
"LENOVO 500E CHROMEBOOK GEN3 INTEL N4500 4GB/32GB EMMC / 11.6"" HD TACTILE","Hussein dey, 16","il y a environ 3 heures","AD TECH","44 900","DA"
"LENOVO 100E GEN2 INTEL N4120 4GB/128GB SSD / 11.6"" HD / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","46 900","DA"
"ADOBE CREATIVE CLOUD/ Adobe Acrobat PRO / Adobe Master collection","Ben aknoun, 16","il y a environ 11 heures","","1","DA"
"HP ELITEBOOK 840 G10 I5 VPRO 1345U 16GO 512GO SSD TACTILE NEUF","Alger centre, 16","il y a environ 3 heures","ORANGE HASSIBA","138 000","DA"
"Control d'accés empreinte Digital Réf: MA300 ZKteco","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"BATIBOX CL SECH  LEGRAND","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"Switch 24 Ports Gigabit Rackmount Réf: TL-SG1024D TP-LINK","Dar el beida, 16","il y a environ 3 heures","BROAD TECHNOLOGY","",""
"MSW nevoswitch Alimentation","Staoueli, 16","il y a environ 3 heures","GS ICT Store","7 750","DA"
"Disque Dur Externe 8 Tb","Bab ezzouar, 16","il y a environ 11 heures","","12 000","DA"
"Disque Dur Externe 4 Tb","Bab ezzouar, 16","il y a environ 11 heures","","8 000","DA"
"ARMOIRE DE BRASSAGE 4U,6U,9U,12U,15U,18U","Reghaia, 16","il y a environ 3 heures","Cortel-audio-visuel-sonorisation","",""
"Ecran Gaming Matos 27"" Unreal Oled OL2701 240Hz 0.03ms GTG 2K","Dely brahim, 16","il y a environ 8 heures","","180 000","DA"
"Licence & Abonnement Microsoft Windows/office/365/serveur/Powerbi...","Said hamdine, 16","il y a environ 9 heures","","5 000","DA"
"IMPRIMANTE CANON MF 754CDW LASER COULEUR","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","98 000","DA"
"RAM HYPER X FURY 2x8GB 3200MHZ DDR4","Bab ezzouar, 16","il y a environ 3 heures","GAMING ONE","11 500","DA"
"imprimante a badge","Cheraga, 16","il y a environ 3 heures","GEP TECHNOLOGIES","200 000","DA"
"DELL LATITUDE 3420 CORE I7-1165G7 / 8GB / 256 SSD / 14"" / WIN 10 PRO","Hussein dey, 16","il y a environ 3 heures","AD TECH","146 900","DA"
"ECRAN ASUS VG278QR 27"" LED GAMING FHD/2HDMI 0.5ms 165 Hz","Hussein dey, 16","il y a environ 3 heures","AD TECH","63 900","DA"
"liquidation  Toner HP 507 ORIGINAL. 4 colors","Alger centre, 16","il y a environ 10 heures","","30 000","DA"
"Borne Interactive (Tactile) En Acier 32 POUCES","Mohammadia, 16","il y a environ 10 heures","","",""
"ECRAN ASUS VG245Q 24"" LED GAMING FHD DVI/HDMI 75Hz/1MS","Hussein dey, 16","il y a environ 3 heures","AD TECH","37 500","DA"
"ECRAN ASUS VZ24EHE 23.8"" / FHD IPS 1Ms / 75Hz /Ultra- Slim/Adaptive-Sync","Hussein dey, 16","il y a environ 3 heures","AD TECH","28 900","DA"
"LAPTOP ASUS P1412CE INTEL I3-11EME GEN 8GO NVME 256GO 14 FHD","Hussein dey, 16","il y a environ 3 heures","AD TECH","79 900","DA"
"Big Promo # télévision LG 65 / 75 pouces smart","Bir mourad rais, 16","il y a environ 10 heures","","155 000","DA"
"ADOBE CREATIVE CLOUD/ Adobe Acrobat PRO / Adobe Master collection","Ben aknoun, 16","il y a environ 11 heures","","1","DA"
"IMPRIMANTE EPSON MATRICIELLE A IMPACT LQ-2090","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","175 000","DA"
"LAPTOP HP PROBOOK 450 G10 I5-1335U/16Go/512Go/15.6"" FHD/WIN 11 PRO","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","",""
"ECRAN 27"" MATOS MAGMA","Dely brahim, 16","il y a environ 3 heures","PC Station dely brahim","54 500","DA"
"Dell PowerEdge T150 -  Serveur MT - Xeon E-2314 - 16 Go - HDD 2 x 1 To","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","350 000","DA"
"ALIMENTATION MSI MAG A650BNL 650W - 80 PLUS BRONZE - NOIR","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","12 000","DA"
"XPRINTER XP-S260M IMPRIMANTE TICKET DE CAISSE  USB RJ45 RS232","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","16 900","DA"
"D-Link HCB-4AABLBR-30 Câble HDMI 2.0 avec connecteur à 180 degrés - 30M","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","12 500","DA"
"Disque 4E 1S","Staoueli, 16","il y a environ 3 heures","GS ICT Store","780","DA"
"Biticom Cat 6A FUTP","Staoueli, 16","il y a environ 3 heures","GS ICT Store","1 600","DA"
"ROUTER TENDA 4G03 PRO N300 WI-FI 4G LTE","Draria, 16","il y a environ 3 heures","DIGITAL WORLD TECHNOLOGY","11 500","DA"
"Pile Rechargeable AA AAA 18650 9V PP3 ER34615 D HR20 ER14505 UNIROSS HYBRIO pre-...","Saoula, 16","il y a environ 3 heures","Smart Tech Algérie","1 100","DA"
"WD MY PASSPORT 1 TB - Disque Dur Externe USB 3.2 - Noir -","Hussein dey, 16","il y a environ 3 heures","ADMIN Informatique","13 000","DA"
"MODEM ROUTEUR D-LINK DSL-2750U (détails/gros)","Bab ezzouar, 16","il y a environ 5 heures","TMI Informatique BBZ","5 700","DA"
"Switch D-LINK DES-108","Bourouba, 16","il y a environ 15 heures","","2 500","DA"
"Licences professionnelles Kaspersky","Ben aknoun, 16","il y a environ 15 heures","","1 000","DA"
"imprimante Canon LASER i-SENSYS LBP 6030w wifi","Bab ezzouar, 16","il y a environ 5 heures","TMI Informatique BBZ","45 000","DA"
"HDD 2.5 Western Digital WD Blue Mobile 1 To","Dar el beida, 16","il y a environ 5 heures","GC STORE","",""
"BASEUS AUX BLUETOOTH AUDIO RECEIVER- HAND FREE CALLING - AUTO REPAIR - CAR SPEAK...","Hussein dey, 16","il y a environ 5 heures","ADMIN Informatique","4 200","DA"
"HP Desktop Prodesk 300 G6 Intel Core  I5-10400 4GB 1TB HDD - Ecran 21.5"" Full HD","Hussein dey, 16","il y a environ 5 heures","ADMIN Informatique","138 000","DA"
"Dell 21.5 LED - P2222H Ecran PC Full HD 1080p 5ms - Dalle IPS - HDMI-VGA-Display...","Hussein dey, 16","il y a environ 5 heures","ADMIN Informatique","45 000","DA"
"Flash Imprimantes à domicile par internet","Alger centre, 16","il y a environ 16 heures","","1 000","DA"
"HP Latex grand format","Staoueli, 16","il y a environ 16 heures","","3","DA"
"CD R vierge Princo 700Mo / pack de 50","Hydra, 16","il y a environ 5 heures","AlgerPC.COM","2 200","DA"
"Ecran Dell E2016HV 20 pouces large en HD+ avec 60Hz/dalle TN 16:9ème/5ms/VGA","Hydra, 16","il y a environ 5 heures","AlgerPC.COM","21 900","DA"
"Gigabyte Z690 UD DDR4 ATX Socket 1700 Intel Express - 4x DDR4 - M.2 PCIe 4.0","Hussein dey, 16","il y a environ 5 heures","ADMIN Informatique","55 000","DA"
"ALL IN ONE HP 24-CB1005NK/7NK I5-1235U 8Go 512Go SSD ECRAN 23.8"" FHD FREEDOS BLA...","Draria, 16","il y a environ 5 heures","DIGITAL WORLD TECHNOLOGY","152 000","DA"
"HUB USB 3.0 4/7 Ports Avec Interrupteur","Zeralda, 16","il y a environ 5 heures","SVC Corporation","2 200","DA"
"Ordinateur portable CONDOR laptop C BOOK lite CBL1123","Rouiba, 16","il y a environ 17 heures","","2","DA"
"Téléphone visioconférence Avaya Vantage K155","Hammamet, 16","il y a environ 17 heures","","",""
"Imprimante  codebarre  Industrielle","Birkhadem, 16","il y a environ 5 heures","RSA ETIQUETTES","1","DA"
"Station d acceuil Lenovo ThinkPad universelle USB type C 11 en 1","Hydra, 16","il y a environ 5 heures","AlgerPC.COM","48 900","DA"
"Logiciel de gestion commercial - Pack PME - Facturation","Alger centre, 16","il y a environ 5 heures","Auradev","1","DA"
"POINTEUSE  ZKTECO K40 / K50 / 50 PRO / MB160 / MB360 / UFACE800PLUS / MB560 / tr...","Alger centre, 16","il y a environ 5 heures","Pointeuse Biométrique Algérie","",""
"Imprimante transfert thermique Code barre étiquettes EZ120/G500","Draria, 16","il y a environ 5 heures","Yoctosoft","1","DA"
"activation Microsoft Office 365  / windows 10 /windows 11/canva","Alger centre, 16","il y a environ 18 heures","","650","DA"
"Dvd cd vierges","Ain naadja, 16","il y a environ 18 heures","","35","DA"
"Imprimante Ticket Xprinter XP-A260M ""Cuisine"" RS232+USB+LAN , Option Alarm","Mohammadia, 16","il y a environ 5 heures","HBM store","13 500","DA"
"RAME DE PAPIER EXTRA BLANC A4","Mohammadia, 16","il y a environ 5 heures","Tech Zone Stationery","540","DA"
"imprimante  laser","Mohammadia, 16","il y a environ 5 heures","S S Computer","49 000","DA"
"Lenovo ThinkPad 16 G6 Core i7-13700H/16Go/1To SSD/16 pouces WUXGA/Intel UHD Grap...","Hydra, 16","il y a environ 5 heures","AlgerPC.COM","249 900","DA"
"RAM LEXAR ARES 16GB DDR4 3600MHz RGB","Alger centre, 16","il y a environ 6 heures","H2A informatique","11 900","DA"
"Internet Download Manager IDM","Bab ezzouar, 16","il y a 1 jour","","",""
"Refroidisseur master liquid pc gamer","Bab ezzouar, 16","il y a 1 jour","","26 000","DA"
"RAM LEXAR 8GB DDR4 3200MHz","Alger centre, 16","il y a environ 6 heures","H2A informatique","4 700","DA"
"Asus VA24EHF Moniteur gaming Eye Care 24"" LED","Alger centre, 16","il y a environ 6 heures","ALGEBRE COM INFORMATIQUE","26 500","DA"
"RAM LEXAR 16GB DDR4 3200MHz","Alger centre, 16","il y a environ 6 heures","H2A informatique","7 700","DA"
